fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,togo,area
1,,,,271.0,-227.88094566137,-12666.19741860048,1,1,186.087,0.0
2,,,,271.0,-197.88094566137,-12636.19741860048,2,1,186.085,0.0
3,,,,271.0,-167.88094566137,-12606.19741860048,3,1,186.076,0.0
235,,,,1777.0,746.11905433863,-11692.19741860048,235,1,186.057,0.0
236,,,,1774.0,749.11905433863,-11689.19741860048,236,1,186.007,0.0
237,,,,1776.0,752.11905433863,-11686.19741860048,237,1,185.958,0.0
238,,,,1773.0,755.11905433863,-11683.19741860048,238,1,185.915,0.0
239,,,,1763.0,758.11905433863,-11680.19741860048,239,1,185.864,0.0
240,,,,1767.0,761.11905433863,-11677.19741860048,240,1,185.816,0.0
241,,,,1771.0,764.11905433863,-11674.19741860048,241,1,185.777,0.0
242,,,,1769.0,767.11905433863,-11671.19741860048,242,1,185.749,0.0
243,,,,1773.0,770.11905433863,-11668.19741860048,243,1,185.722,0.0
244,,,,1777.0,773.11905433863,-11665.19741860048,244,1,185.694,0.0
245,,,,1782.0,776.11905433863,-11662.19741860048,245,1,185.666,0.0
246,,,,1785.0,779.11905433863,-11659.19741860048,246,1,185.636,0.0
247,,,,1777.0,782.11905433863,-11656.19741860048,247,1,185.604,0.0
248,,,,1779.0,785.11905433863,-11653.19741860048,248,1,185.567,0.0
249,,,,1780.0,788.11905433863,-11650.19741860048,249,1,185.533,0.0
250,,,,1778.0,791.11905433863,-11647.19741860048,250,1,185.497,0.0
251,,,,1769.0,794.11905433863,-11644.19741860048,251,1,185.456,0.0
252,,,,1760.0,797.11905433863,-11641.19741860048,252,1,185.409,0.0
253,,,,1752.0,800.11905433863,-11638.19741860048,253,1,185.36,0.0
254,,,,1746.0,803.11905433863,-11635.19741860048,254,1,185.314,0.0
255,,,,1746.0,806.11905433863,-11632.19741860048,255,1,185.268,0.0
256,,,,1742.0,809.11905433863,-11629.19741860048,256,1,185.23,0.0
257,,,,1736.0,812.11905433863,-11626.19741860048,257,1,185.189,0.0
258,,,,1735.0,815.11905433863,-11623.19741860048,258,1,185.142,0.0
259,,,,1737.0,818.11905433863,-11620.19741860048,259,1,185.098,0.0
260,,,,1742.0,821.11905433863,-11617.19741860048,260,1,185.058,0.0
261,,,,1746.0,824.11905433863,-11614.19741860048,261,1,185.017,0.0
262,,,,1752.0,827.11905433863,-11611.19741860048,262,1,184.98,0.0
263,,,,1755.0,830.11905433863,-11608.19741860048,263,1,184.944,0.0
264,,,,1757.0,833.11905433863,-11605.19741860048,264,1,184.91,0.0
265,,,,1755.0,836.11905433863,-11602.19741860048,265,1,184.873,0.0
266,,,,1761.0,839.11905433863,-11599.19741860048,266,1,184.829,0.0
267,,,,1764.0,842.11905433863,-11596.19741860048,267,1,184.786,0.0
268,,,,1762.0,845.11905433863,-11593.19741860048,268,1,184.741,0.0
269,,,,1761.0,848.11905433863,-11590.19741860048,269,1,184.689,0.0
270,,,,1763.0,851.11905433863,-11587.19741860048,270,1,184.637,0.0
271,,,,1764.0,854.11905433863,-11584.19741860048,271,1,184.586,0.0
272,,,,1764.0,857.11905433863,-11581.19741860048,272,1,184.534,0.0
273,,,,1762.0,860.11905433863,-11578.19741860048,273,1,184.477,0.0
274,,,,1762.0,863.11905433863,-11575.19741860048,274,1,184.423,0.0
275,,,,1764.0,866.11905433863,-11572.19741860048,275,1,184.37,0.0
276,,,,1758.0,869.11905433863,-11569.19741860048,276,1,184.311,0.0
277,,,,1758.0,872.11905433863,-11566.19741860048,277,1,184.246,0.0
278,,,,1755.0,875.11905433863,-11563.19741860048,278,1,184.188,0.0
279,,,,1750.0,878.11905433863,-11560.19741860048,279,1,184.132,0.0
280,,,,1748.0,881.11905433863,-11557.19741860048,280,1,184.073,0.0
281,,,,1742.0,884.11905433863,-11554.19741860048,281,1,184.015,0.0
282,,,,1743.0,887.11905433863,-11551.19741860048,282,1,183.955,0.0
283,,,,1743.0,890.11905433863,-11548.19741860048,283,1,183.9,0.0
284,,,,1736.0,892.11905433863,-11546.19741860048,284,1,183.862,0.0
285,,,,1735.0,893.11905433863,-11545.19741860048,285,1,183.842,0.0
286,,,,1737.0,896.11905433863,-11542.19741860048,286,1,183.782,0.0
287,,,,1738.0,899.11905433863,-11539.19741860048,287,1,183.725,0.0
288,,,,1723.0,902.11905433863,-11536.19741860048,288,1,183.664,0.0
289,,,,1722.0,905.11905433863,-11533.19741860048,289,1,183.601,0.0
290,,,,1723.0,908.11905433863,-11530.19741860048,290,1,183.547,0.0
291,,,,1728.0,911.11905433863,-11527.19741860048,291,1,183.499,0.0
292,,,,1723.0,914.11905433863,-11524.19741860048,292,1,183.451,0.0
293,,,,1720.0,917.11905433863,-11521.19741860048,293,1,183.406,0.0
